;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
1066;We Were Here Forever; it has few bugs  some part of some puzzle dosnt load or it glitch out  just reload and just keep playing  good game as always from this company ;25.1;1.0;0.0;343.0;13 May, 2022;150
1067;We Were Here Forever; Network issue a hour and a half without any progress Stuck in the same level again Voice server has connectivity issues Unless these issues are fixed I will not recommend this game;6.5;0.0;0.0;143.0;13 May, 2022;187
1069;We Were Here Forever; I need the orange liquid Theres no orange only yellow and red  10/10 would mix up colours again;11.7;1.0;0.0;3528.0;12 May, 2022;107
1070;We Were Here Forever; I love this series The game currently crashes for me but I think that is expected when a game first release;14.1;1.0;0.0;21.0;11 May, 2022;111
1071;We Were Here Forever; So much *waiting* Half of the time one of the players is left just sitting around with nothing to do;6.0;0.0;3.0;585.0;14 May, 2022;104
1072;We Were Here Forever; ah yes;13.4;1.0;0.0;34.0;11 May, 2022;10
1073;We Were Here Forever; best buggiest game ever;9.6;1.0;0.0;77.0;12 May, 2022;24
1075;We Were Here Forever; Literally unplayable right now  Get ready to redo big parts of the game if you dont finish in one go;8.9;0.0;3.0;69.0;13 May, 2022;103
1076;We Were Here Forever; Very fun it has fart noises;11.4;1.0;0.0;39.0;14 May, 2022;28
1077;We Were Here Forever; This game is hype I got to talk with a squid and kill my friend ;8.0;1.0;1.0;88.0;11 May, 2022;67
1078;We Were Here Forever; frend smorts;15.0;1.0;0.0;118.0;12 May, 2022;13
1079;We Were Here Forever; Lots of bugs and this game has an insanely bad framerate considering its just walking simulator;0.9;0.0;1.0;70.0;12 May, 2022;98
1082;We Were Here Forever; This game has a game breaking bug that prevents further progression at the graveyard One player is supposed to interact with locations marked on a map that the other player must describe After the first one they simply cannot be interacted with Have spoken with other players in the official discord for this game and they have also encountered this error and had to try multiple restarts to work around however it is not guaranteed to work after a restart For a puzzle game to have a bug that simply prevents progression I cant leave a good review for this game shameful because I enjoyed the prior 3 games;12.7;0.0;17.0;282.0;11 May, 2022;617
1083;We Were Here Forever; Hello everybody This game is a part of the We Were Here series and made by Total Mayhem Games which automaticly makes it AMAZING I may have gotten the chance to take a little look at the game earlier in the beta and i will just say that whatever you do buy this game Buying We Were Here Forever will be the best decision of your life Thank you for making these amazing games see ya;8.2;1.0;5.0;79.0;10 May, 2022;390
1084;We Were Here Forever; Hello still has not play the game but that is because the performance on GTX 860m is kinda bad Can you do some tests and update the game Thanks in advance  i have to lower the resolution to like 1280 - 720 to have stable 30 FPS;0.7;1.0;0.0;18.0;12 May, 2022;233
1086;We Were Here Forever; Always online trash have to sit and wait for the servers to restart;5.2;0.0;0.0;1001.0;13 May, 2022;69
1087;We Were Here Forever; We were here forever best game ever made most likely;12.6;1.0;3.0;147.0;10 May, 2022;53
1088;We Were Here Forever; MASTERPIECE;13.8;1.0;0.0;291.0;12 May, 2022;12
1089;We Were Here Forever; Good;2.2;1.0;2.0;129.0;10 May, 2022;5
1090;We Were Here Forever; Love it;14.8;1.0;2.0;210.0;10 May, 2022;8
1092;We Were Here Forever; Mandelmann BIG  I really love this game and the whole game series is just amazing If you havent played the other three game go play them and then come back to this one I promise you that you are also going to love the series TMG has made a really good job with all the games and especially this one Big thumbs up from me;12.7;1.0;3.0;47.0;10 May, 2022;330
1093;We Were Here Forever; Product refunded  Bought this for myself and a friend Then we were unable to play it as it got stuck on a black screen loading the first level We tried everything deleting the appdata dir running under dx11 forwarding firewall ports changing network region disabling crossplay etc Nothing worked finally decided to give up after spending a full hour attempting to get the game to load and ask for a refund Im pretty disappointed because I was really looking forward to trying it;0.9;0.0;4.0;658.0;11 May, 2022;492
1094;We Were Here Forever; I know the developers dont want to deal with supporting Linux and thats fine - but its a disappointment that all 3 previous games worked fine under Proton and this one wont launch because it cant connect to their voice chat server under Proton  Ive never used the in-game voicechat in any of the previous three just eaiser to use Mumble/Discord/etc and it seems dumb that because theres no option to not use their server the entire game is unplayable for me  I may try it on my Windows machine later but the decision to not allow connections to the Vivox voice server to be skipped since even on Windows Ill still be using Mumble makes this a massive thumbs down for me until/unless that changes;0.2;0.0;38.0;507.0;11 May, 2022;717
1095;We Were Here Forever; please please please if you do anything listen to HazZarD0usSs review this game runs like a pile of dog **** ur stuck at a black screen not worth the buy please trust me literally bought and could NOT even load the game what so ever DO NOT BUY PLEASE DO NOT BUY;0.4;0.0;1.0;16.0;14 May, 2022;277
1097;We Were Here Forever; like many games in this genre your limited by the other players ability to problem solve and a majority of people are down right stupid i mean they make forest gump look smart the idea is great but the developers dont understand that the general group of people your gona randomly join probably dont even have a mic also dont play this with your friends unless you want to lose all respect you have for people i would quit just to reinvite my friends so i could take over on their side since it was to hard for them just to come to find out its extremly simple and i still have to walk them through it like a 2 year old i guess most people cant count and are so high their short term memory adds a whole new spin on this game -1000/10 waste of time;9.8;0.0;1.0;469.0;13 May, 2022;754
1099;We Were Here Forever; Literally unplayable in its current state Far too many bugs on launch that make it cancerous to play through All in all this game is nothing like Minecraft;7.2;0.0;3.0;143.0;11 May, 2022;160
1100;We Were Here Forever; Not worth to buy;0.5;0.0;0.0;136.0;11 May, 2022;17
1101;We Were Here Forever; no proximity chat if you like to ruin immersion or dont think it makes sense to be able to talk to your friend through bars go ahead but for the 4th game in the series id rather not deal with this it looked very promising sadly;0.2;0.0;2.0;1575.0;11 May, 2022;228
1102;We Were Here Forever; Cant find any people who speak American Only Mandarin speakers;14.6;0.0;15.0;209.0;10 May, 2022;67
1103;We Were Here Forever; Big fan of the series and eagerly awaiting this release It was disappointing to say the least It feels incredibly clunky with similar puzzles from the previous games The camera angles and level design leave a lot to be desired Whereas the old games felt fun to explore and push through this felt unpolished and painful to move around;2.0;0.0;4.0;290.0;11 May, 2022;340
1104;We Were Here Forever; I do recommend this game Its a really good and fun puzzle game not once we had a moment we totally didnt get it and had to look up how to solve puzzles though i still dont understand the kraken puzzle Yet i absoluetly  hate this kind of endings My god is it really so hard to make some kind of secret or something to get both players to be alive in the end With no such ending i cannot give it a positive review this just purely sucks Next time i die for my friend ingame i will shoot myself irl >;10.2;0.0;3.0;188.0;11 May, 2022;517
1105;We Were Here Forever; It is nearly impossible to play this with a friend do to the puzzle game play I dont mind puzzle games and I dont mind a good challenge but this was too much If you want to play a game where you have to understand the rules of the mini games your playing then also have to navigate who your playing with If you like games that will frustrate you and your friend at the same time this game is for you;2.6;0.0;4.0;9.0;10 May, 2022;404
1106;We Were Here Forever; Scary but good scary;6.6;1.0;0.0;32.0;14 May, 2022;23
1108;We Were Here Forever; You deserve this;13.9;1.0;0.0;216.0;14 May, 2022;17
1109;We Were Here Forever; super buggy cant even finish the game;9.4;0.0;0.0;135.0;14 May, 2022;38
1110;We Were Here Forever; cuck game cant even start it money well spent ;2.2;1.0;1.0;99.0;14 May, 2022;52
1111;We Were Here Forever; Amazing game;8.4;1.0;1.0;148.0;14 May, 2022;14
